FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,WIFI_HOLD_AT,PET_POSBL_AT,PRKPLCE_EXST_AT,MEE_SLT_AT,LAST_UPDT_DE
넥스트에디션 건대2호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,17-5 번지,아차산로,192,37.54155681,127.064967,5071,서울특별시 광진구 아차산로 192,서울특별시 광진구 자양동 17-5,05074178580,http://www.nextedition.co.kr,N,N,N,N,20221104
솔버 건대1호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,49-11 번지,아차산로,201,37.54175219,127.06602,5020,서울특별시 광진구 아차산로 201,서울특별시 광진구 화양동 49-11 동성빌딩,024983737,http://solver-gd.com,Y,N,Y,N,20221104
솔버 건대1호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,49-11 번지,아차산로,201,37.54175219,127.06602,5020,서울특별시 광진구 아차산로 201,서울특별시 광진구 화양동 49-11 동성빌딩,024983737,http://solver-gd.com,N,N,Y,N,20221104
솔버 2호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,48-4 번지,아차산로,209,37.54148234,127.0669791,5019,서울특별시 광진구 아차산로 209,서울특별시 광진구 화양동 48-4,024983738,http://solver-gd.com/,Y,N,Y,N,20221104
솔버 2호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,48-4 번지,아차산로,209,37.54148234,127.0669791,5019,서울특별시 광진구 아차산로 209,서울특별시 광진구 화양동 48-4,024983738,http://solver-gd.com/,N,N,N,N,20221104
머더파커 건대1호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,48-3 번지,아차산로,213,37.54137806,127.0672006,5019,서울특별시 광진구 아차산로 213,서울특별시 광진구 화양동 48-3 웅진빌딩,024972999,http://murderparker.com/m/main.html,Y,N,Y,N,20221104
머더파커 건대1호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,48-3 번지,아차산로,213,37.54137806,127.0672006,5019,서울특별시 광진구 아차산로 213,서울특별시 광진구 화양동 48-3 웅진빌딩,024972999,http://murderparker.com/m/main.html,N,N,N,N,20221104
코드네임블랙 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,8-1 번지,아차산로,220,37.54063411,127.0676571,5072,서울특별시 광진구 아차산로 220,서울특별시 광진구 자양동 8-1,0260325800,http://www.codenameblack-gd.co.kr,Y,N,Y,N,20221104
코드네임블랙 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,8-1 번지,아차산로,220,37.54063411,127.0676571,5072,서울특별시 광진구 아차산로 220,서울특별시 광진구 자양동 8-1,0260325800,http://www.codenameblack-gd.co.kr,N,N,N,N,20221104
비밀의화원 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,7-12 번지,아차산로,235,37.54061293,127.0695302,5018,서울특별시 광진구 아차산로 235,서울특별시 광진구 화양동 7-12,024991119,http://www.secretgardenescape.com/,Y,N,Y,N,20221104
비밀의화원 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,7-12 번지,아차산로,235,37.54061293,127.0695302,5018,서울특별시 광진구 아차산로 235,서울특별시 광진구 화양동 7-12,024991119,http://www.secretgardenescape.com/,N,N,N,N,20221104
레전드야구존 건대점,레저/체육/공원,지역체육시설,야구연습장,서울특별시,광진구,화양동,,7-2 번지,아차산로,237,37.54049856,127.0697473,5018,서울특별시 광진구 아차산로 237,서울특별시 광진구 화양동 7-2 삼진빌딩,024646080,http://cafe.naver.com/lsbkonwoo,Y,N,Y,Y,20221104
레전드야구존 건대점,레저/체육/공원,지역체육시설,야구연습장,서울특별시,광진구,화양동,,7-2 번지,아차산로,237,37.54049856,127.0697473,5018,서울특별시 광진구 아차산로 237,서울특별시 광진구 화양동 7-2 삼진빌딩,024646080,http://cafe.naver.com/lsbkonwoo,N,N,N,N,20221104
재밌는탁구교실,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,223-4 번지,아차산로,324,37.53741796,127.0787587,5054,서울특별시 광진구 아차산로 324,서울특별시 광진구 자양동 223-4,024566807,,Y,N,Y,N,20221104
재밌는탁구교실,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,223-4 번지,아차산로,324,37.53741796,127.0787587,5054,서울특별시 광진구 아차산로 324,서울특별시 광진구 자양동 223-4,024566807,,N,N,N,N,20221104
래미안프리미어팰리스오피스텔 문화센터 실내테니스장,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,자양동,,859 번지,아차산로,345,37.53750524,127.081583,5026,서울특별시 광진구 아차산로 345,서울특별시 광진구 자양동 859 래미안프리미어팰리스,,,N,N,N,N,20221104
래미안프리미어팰리스오피스텔 문화센터 실내테니스장,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,자양동,,859 번지,아차산로,345,37.53750524,127.081583,5026,서울특별시 광진구 아차산로 345,서울특별시 광진구 자양동 859 래미안프리미어팰리스,,,N,N,N,N,20221104
OK스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,779-3 번지,아차산로,353,37.5372445,127.0820943,5026,서울특별시 광진구 아차산로 353,서울특별시 광진구 자양동 779-3 금강태극빌,024470753,,Y,N,Y,Y,20221104
OK스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,779-3 번지,아차산로,353,37.5372445,127.0820943,5026,서울특별시 광진구 아차산로 353,서울특별시 광진구 자양동 779-3 금강태극빌,024470753,,N,N,Y,N,20221104
뉴메트로골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,246-15 번지,아차산로,373,37.53701194,127.0840327,5044,서울특별시 광진구 아차산로 373,서울특별시 광진구 구의동 246-15 원이빌딩,0222014846,,Y,N,Y,Y,20221104
뉴메트로골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,246-15 번지,아차산로,373,37.53701194,127.0840327,5044,서울특별시 광진구 아차산로 373,서울특별시 광진구 구의동 246-15 원이빌딩,0222014846,,N,N,N,N,20221104
YN스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,218-15 번지,아차산로,444,37.53853748,127.0919355,5047,서울특별시 광진구 아차산로 444,서울특별시 광진구 구의동 218-15 와이엔 오피스텔,024535555,,Y,N,Y,Y,20221104
YN스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,218-15 번지,아차산로,444,37.53853748,127.0919355,5047,서울특별시 광진구 아차산로 444,서울특별시 광진구 구의동 218-15 와이엔 오피스텔,024535555,,N,N,N,N,20221104
케이스타테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,341-12 번지,아차산로,633,37.54921477,127.1076144,4964,서울특별시 광진구 아차산로 633,서울특별시 광진구 광장동 341-12,,,N,N,N,N,20221104
케이스타테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,341-12 번지,아차산로,633,37.54921477,127.1076144,4964,서울특별시 광진구 아차산로 633,서울특별시 광진구 광장동 341-12,,,N,N,N,N,20221104
더메이즈 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,10-1 번지,아차산로26길,13,37.54067992,127.0661548,5072,서울특별시 광진구 아차산로26길 13,서울특별시 광진구 자양동 10-1,024642577,http://www.themazegd.co.kr,Y,N,Y,N,20221104
더메이즈 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,10-1 번지,아차산로26길,13,37.54067992,127.0661548,5072,서울특별시 광진구 아차산로26길 13,서울특별시 광진구 자양동 10-1,024642577,http://www.themazegd.co.kr,N,N,N,N,20221104
황금열쇠 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,9-90 번지,아차산로29길,12,37.54143114,127.0684411,5018,서울특별시 광진구 아차산로29길 12,서울특별시 광진구 화양동 9-90,0260851989,http://황금열쇠.com/,Y,N,Y,N,20221104
황금열쇠 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,9-90 번지,아차산로29길,12,37.54143114,127.0684411,5018,서울특별시 광진구 아차산로29길 12,서울특별시 광진구 화양동 9-90,0260851989,http://황금열쇠.com/,N,N,N,N,20221104
엑스크라임 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,9-47 번지,아차산로29길,38,37.54247328,127.0689843,5018,서울특별시 광진구 아차산로29길 38,서울특별시 광진구 화양동 9-47,024648788,http://www.x-crime.com,Y,N,Y,N,20221104
엑스크라임 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,9-47 번지,아차산로29길,38,37.54247328,127.0689843,5018,서울특별시 광진구 아차산로29길 38,서울특별시 광진구 화양동 9-47,024648788,http://www.x-crime.com,N,N,N,N,20221104
넥스트에디션 보네르관,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,9-19 번지,아차산로31길,9-1,37.54155818,127.0693625,5018,서울특별시 광진구 아차산로31길 9-1,서울특별시 광진구 화양동 9-19,,https://www.nextedition.co.kr/shops/Nextedition%20Gundae%20Bonheur,Y,N,Y,N,20221104
넥스트에디션 보네르관,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,9-19 번지,아차산로31길,9-1,37.54155818,127.0693625,5018,서울특별시 광진구 아차산로31길 9-1,서울특별시 광진구 화양동 9-19,,https://www.nextedition.co.kr/shops/Nextedition%20Gundae%20Bonheur,Y,N,N,N,20221104
포인트나인 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,11-7 번지,아차산로33길,49,37.54250819,127.0707314,5016,서울특별시 광진구 아차산로33길 49,서울특별시 광진구 화양동 11-7,07075370869,,Y,N,Y,N,20221104
포인트나인 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,11-7 번지,아차산로33길,49,37.54250819,127.0707314,5016,서울특별시 광진구 아차산로33길 49,서울특별시 광진구 화양동 11-7,07075370869,,N,N,N,N,20221104
테니스UP24 광나루점,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,320-8 번지,아차산로76길,19,37.54734633,127.1080505,4969,서울특별시 광진구 아차산로76길 19,서울특별시 광진구 광장동 320-8,07079541224,http://www.tennisup24.kr,Y,N,Y,N,20221104
테니스UP24 광나루점,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,320-8 번지,아차산로76길,19,37.54734633,127.1080505,4969,서울특별시 광진구 아차산로76길 19,서울특별시 광진구 광장동 320-8,07079541224,http://www.tennisup24.kr,Y,N,Y,N,20221104
신성스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,중곡동,,92-8 번지,용마산로,18,37.55526566,127.0885623,4950,서울특별시 광진구 용마산로 18,서울특별시 광진구 중곡동 92-8,0222012856,,Y,N,Y,Y,20221104
신성스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,중곡동,,92-8 번지,용마산로,18,37.55526566,127.0885623,4950,서울특별시 광진구 용마산로 18,서울특별시 광진구 중곡동 92-8,0222012856,,N,N,N,N,20221104
NK골프클럽,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,중곡동,,117-5 번지,용마산로,21,37.55560763,127.0880134,4931,서울특별시 광진구 용마산로 21,서울특별시 광진구 중곡동 117-5 나경빌딩,024530707,,Y,N,Y,Y,20221104
NK골프클럽,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,중곡동,,117-5 번지,용마산로,21,37.55560763,127.0880134,4931,서울특별시 광진구 용마산로 21,서울특별시 광진구 중곡동 117-5 나경빌딩,024530707,,N,N,N,N,20221104
호반낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,광진구,중곡동,,123-5 번지,용마산로,39,37.55716258,127.0876488,4924,서울특별시 광진구 용마산로 39,서울특별시 광진구 중곡동 123-5,024442733,,Y,N,Y,Y,20221104
호반낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,광진구,중곡동,,123-5 번지,용마산로,39,37.55716258,127.0876488,4924,서울특별시 광진구 용마산로 39,서울특별시 광진구 중곡동 123-5,024442733,,N,N,N,N,20221104
한마음탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,중곡동,,150-111 번지,용마산로,91,37.56175667,127.0870432,4936,서울특별시 광진구 용마산로 91,서울특별시 광진구 중곡동 150-111,0222018889,,Y,N,Y,N,20221104
그랜드워커힐서울 테니스장,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,22-1 번지,워커힐로,177,37.55862873,127.1117068,4963,서울특별시 광진구 워커힐로 177,서울특별시 광진구 광장동 22-1 워커힐호텔,024504607,https://www.walkerhill.com/facility/Activity,N,N,N,N,20221104
그랜드워커힐서울 테니스장,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,22-1 번지,워커힐로,177,37.55862873,127.1117068,4963,서울특별시 광진구 워커힐로 177,서울특별시 광진구 광장동 22-1 워커힐호텔,024504607,https://www.walkerhill.com/facility/Activity,N,N,N,N,20221104
조규복클라이밍센터,레저/체육/공원,지역체육시설,클라이밍,서울특별시,광진구,구의동,,252-109 번지,자양로,120,37.53857604,127.0835772,5043,서울특별시 광진구 자양로 120,서울특별시 광진구 구의동 252-109,024545014,,Y,N,Y,N,20221104
조규복클라이밍센터,레저/체육/공원,지역체육시설,클라이밍,서울특별시,광진구,구의동,,252-109 번지,자양로,120,37.53857604,127.0835772,5043,서울특별시 광진구 자양로 120,서울특별시 광진구 구의동 252-109,024545014,,N,N,N,N,20221104
아차산골프스쿨,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,31-23 번지,자양로,312,37.55310233,127.0934024,4956,서울특별시 광진구 자양로 312,서울특별시 광진구 구의동 31-23 욱현빌딩,024449876,,Y,N,Y,Y,20221104
