COURSE_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,NMPR_CO,EDC_CT,BASE_TIME,TIME_PER_CT,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADDR,COURSE_EDC_CRSE_CN,LAST_UPDT_DE
"오직 내 몸을 위한, 내 몸에 맞는 해부학적 1:1 요가 수련",여가활동,클래스,요가/필라테스,1,363000,6,60500,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,요가를 처음 접해보시는 분 요가 수련을 하면서 궁금한 점이 많으셨던 분 아쉬탕가 요가를 차근차근 배워보고 싶으신 분 거북목/굽은 등/골반 불균형 등 체형 교정이 필요하신 분 스트레스를 많이 받아 마음의 휴식이 필요한 분 나 자신과 내 몸에 대해 더 자세히 알고 싶으신 분,20221130
"뻣뻣해도 괜찮아, 나의 호흡과 몸의 감각을 느껴보는 나를 찾는 요가 여행",여가활동,클래스,요가/필라테스,2,33000,1,33000,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,요가를 처음 접해보시는 분 요가 수련을 하면서 궁금한 점이 많으셨던 분 아쉬탕가 요가를 차근차근 배워보고 싶으신 분 거북목/굽은 등/골반 불균형 등 체형 교정이 필요하신 분 스트레스를 많이 받아 마음의 휴식이 필요한 분 나 자신과 내 몸에 대해 더 자세히 알고 싶으신 분,20221130
"다시 열릴 하늘길 지금부터 준비하세요,전직승무원 직강",여가활동,클래스,자소서,3,140000,4,35000,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,"항공과 진학을 준비하시는 분- 중국어 한번 배워볼까 싶은데 망설여 지시는분- 내가 하는 중국어를 상대방이 잘 못알아 들을때- 중국 항공사 승무원을 지망하시는 분- 대학입시,취업,이직 등 중국어 면접이나 자기소개서를 준비중이신분- 여행 관련 중국어 및 중국 문화에 대해 알고자 하는 분",20221130
DIY 가능한 싱어송라이터 되기,여가활동,클래스,작곡/작사/프로듀싱,1,220000,4,55000,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,"커리큘럼에 따라 필요한 부분만 수업도 가능하지만, 싱어송라이터를 지망하는 분들이라면 특히나 더 도움 되는 것들을 많이 얻어갈 수 있으실 거예요. 전곡 작사/작곡 및 프로듀싱, 홈레코딩, 홈믹싱으로 음원 제작 전 과정을 프로 수준으로 가르쳐드릴 수 있습니다.",20221130
"NO.1 CUBASE 미디 작편곡 내가 만든 자작곡부터 영화,영상음악까지",여가활동,클래스,작곡/작사/프로듀싱,1,220000,8,27500,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,"음악에 대해 전혀 모르시더라도 꿈과 열정이 있으신 분 악기연주, 미디, 컴퓨터에 대해 잘 모르시더라도 관심이 많고 꼭 배워보고 싶으셨던 분 음악을 너무 좋아하고 해보고 싶었지만 기회가 없어 망설이고 계셨던 분 단순히 선생님과 제자의 관계가 아닌 소중한 인연으로 친구처럼, 동료처럼 관계를 쌓으며 음악을 배워보고 싶으신 분 내가 만든 노래나 음악을 하나의 앨범등 결과물로 만들어 내고 싶으신 분 친구와 함께 배우며 그룹레슨으로 레슨비 부담을 줄여보고 싶으신 분 집이 멀거나 코로나19등 현 상황으로 방문레슨이 어려울 경우, 난 집에서 온라인 원격으로 수업받기를 희망하시는 분음악을 전혀 모르셔도, 장비가 하나도 없어도, 열정만 있으시다면 누구나 가능합니다. 위에 사항 이외에도 언제든 실시간 톡 문의주시기 바랍니다.",20221130
중국인으로 오해받아도 저는 몰라요~ㅎ중국항공사 승무원출신 쌤에게 배우는 중국어 A-Z !,여가활동,클래스,중국어,1,154000,8,19250,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,요즘 부쩍 많아진 중국인들 사이로 지나다니며무슨말하는지 궁금한적이 많았던 분- 코로나 종식 후 다시 불붙을 해외시장에 글로벌 인재로자리하고 싶으신 분- 취미로 배울 다른 언어를 찾고 계신분- 중국어를 배운적이 있으나 실 사용시 답답한 부분이많으셨던 분- 업무상 중국어 사용이 잦으신 분- 발음이 입에 익지 않는 분,20221130
"공간을 그리다, 나만의 작품 만들기 와이어아트",여가활동,클래스,취미미술,6,55000,2,27500,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,"이런분들께 추천드려요흔한 취미생활보다 새로운 컨텐츠창작욕구 분출나만의 취미에 몰두, 일상속 스트레스를 잊고 싶은 분 물아일체 가능소중한 사람에게 색다른 선물을 하고 싶으신 분본인이 곰손같아 걱정이신분",20221130
자신의 개성이 나타나는 꽃바구니 클래스,여가활동,클래스,플라워/가드닝,3,60000,1,60000,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,"-원데이 클래스로 진행 되고 있으며,1가지 작품을 완성 시키는 걸 목표로 하는 수업이므로 기능적인 설명은 많이 하지 않습니다.-각자의 개성과 창의성을 나타내는 수업입니다.-국내 꽃 뿐만아니라 수입 꽃도 사용하고 있습니다1:1수업도 진행되고 있으니, 문의바랍니다수업시간은 상담을 통해 조정 가능합니다, 문의바랍니다",20221130
"선물 의미 2배, 직접 손으로 만드는 나만의 캔들",여가활동,클래스,향/초/비누,1,45100,1,45100,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,다양한 취미 활동을 체험하고 싶은 신 분- 직접 캔들을 만들어 보고 싶은 신 분- 나만의 인테리어 소품을 만들고 싶은 신 분- 의미 있는 선물을 만들고 싶은 신 분- 즐거운 추억을 만들고 싶은 신 분- 반복되는 데이트와 시간을 벗어나고 싶은 신 분,20221130
원데이셀프네일 완전 정복하기-1단계,여가활동,클래스,헤어/네일,1,180000,3,60000,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,이런분께 추천해요- 셀프네일을 시작했지만 케어가 뭔지도 초보 네일러- 셀프네일을 시작해 보고 싶지만 어디서부터 준비해야할지 어려운 뉴비- 집에 재료는 많지만 어떻게 활용해야할지 모르겠는 셀프네일러- 셀프네일을 오래했지만 오래 지속되지 못해 만족못하는 셀프네일러이런분과는 맞지 않아요- 네일경력이 짧아 배워보고 싶은 초보 네일쌤이 수업은 네일리스트를 위한 세미나가 아니에요- 네일 국가고시자격증을 준비하고있는 자격증준비생수업에서는 국가고시자격증의 내용이 아닌 집에서 쉽게 따라 할 수 있는 셀프네일 기초를 알려드려요,20221130
"수술 후재활운동, 트레이닝에 대해 배워 보고 싶으신 분들께 운동알려드립니다",여가활동,클래스,헬스/PT,1,88000,1,88000,서울특별시,구로구,구로2동,서울특별시 구로구 구로2동,"수술 후 재활운동이 필요하신분,운동 중 통증으로 인해 운동이 불편하신분,운동을 좀 더 안전하고 정확하게 하고 싶으신분코로나로 인해 축쳐지고 말린 몸을 컨디셔닝 마사지로 풀고 싶으신분들.운동 선수들도 받는 운동, 마사지로 자신의 몸을 컨디셔닝 해보세요.",20221130
워드프레스 부디 공부하지 말고 그냥 쓰세요,여가활동,클래스,개발 공통,1,250000,10,25000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,수업 목표 :수업을 통해서 워드프레스 사이트를 하나 구축하는 것이 목표입니다.차별점 :1. 경험해 본 많은 테마들 중에서 가장 이용이 쉬운 테마와 플러그인을 이용합니다.2. 필요하신 사이트에 맞게 워드프레스 사이트 구조를 기획해 드립니다.3. 콘텐츠만 작성하면 되도록 기본적인 레이아웃 틀은 수업 중에 만들어 드립니다.,20221130
"돈 버는 보험/1:1 사기 당하지 마세요, 보험의 필요 이유  보험 분석하기",여가활동,클래스,금융지식,1,7150,1,7150,서울특별시,금천구,가산동,서울특별시 금천구 가산동,내 보험의 내용이 궁금하신 분보험에 대해 객관적인 정보가 필요하신 분보험으로 사기 당하지 않는 방법에 대한 정보가 필요하신 분보험을 직접 설계해보고 싶으신 분,20221130
인도네시아어 학습과정 NATIVE,여가활동,클래스,기타 외국어,1,1444000,38,38000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,이런 분이 들으면 좋아요.인도네시아에 여행이나 출장을 가시는 분들어렵지 않은 제 3 외국어를 한 번 배워보고 싶으신 분들,20221130
맞춤코칭 네이버 블로그의 모든것! 마케터출신자가 코칭합니다.,여가활동,클래스,다양한 투잡,7,32670,3,10890,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"() 누구에게 필요한가? 수업추천대상마케팅 대행사 경험과 경력으로본인이 직접 블로그를 운영해보고 싶은 분들에게더욱 큰 도움을 드릴수 있습니다.1. 홈페이지형 블로그를 갖고 싶은분2. 마케팅을 업체에 맡기지 않고 직접 운영하고 싶은분3. 경쟁사가 있는데 어떻게 운영할지 전략이 없는분4. 개인사업, 1인기업, 강사, 스마트스토어 운영을 생각 하시는분",20221130
수강생 맞춤 레슨 으로 진행됩니다주말 수업만 가능,여가활동,클래스,댄스,1,120000,4,30000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"""수업 목표Key lessons 결과물 중심 1~3가지 - 최대 3줄 무엇을 배울 수 있나요, 무엇을 얻을 수 있나요해당 클래스의 차별점1~3가지 - 최대 3줄: 해당 카테고리의 다른 클래스들과 어떻게 다른가요",20221130
퇴사하기전 스마트스토어로 수익 내고 월급노예 탈출하기,여가활동,클래스,쇼핑몰,8,197340,6,32890,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"수업전 꼭 확인해주세요-----------------------------------------------3월 강의 일정3월 16일 토요일 10:00 - 15:00강의 장소 상 8분만 신청받습니다.3년만에 육아 재돌입입니다.육아로 인하여 3월 강의는 16일 한번만 진행됩니다.---------------------------------4월 강의 일정4월 6일 알리바바 + 스토어 강의4월 20일 온라인 유통 특강강의에 대한 궁금한 사항은 톡 남겨주시면 답변 드리겠습니다. 부담 갖지 마시고 톡 주세요~------------------------------------------------- 튜터 블로그 https://blog.naver.com/legohead25/221027352441 사표내기 전 스토어팜부터 시작하라안녕하세요 인사청장입니다. 2015년 위기가 찾아와 이직을 해야하는 시점에 단순한 이직만으로는 삶을 개선할수 없다고 판단하여 알리바바를 통해 물품을 직접 수입 및 판매하여 월 매출 500만원을 시작으로 최고 1,400만원의 매출을 올렸습니다. 순이익 50퍼센트이상으로 불과 몇개월만에 월급의 두배 이상에 달하는 순수익을 낼수 있었으며, 그로 인해 성공적인 이직을 하였습니다. 그 후 아내가 하루에 2시간만 일해도 한달 1,000만원 이상의 매출을 낼수 있는 시스템으로 개선을 하였고, 저는 돈에 얽매이지 않고 일을 하게 되어 좋은 성과를 낼수 있었고 파격적인 승진등을 할수 있었습니다. 첫째 아이 출산을 앞두고 고민한 끝에 결국 사업의 길로 접어 들었고, 현재는 유통사업을 비롯하여 공간사업, 마케팅사업, 강의사업등 1인사업가로서 활동영역을 넓히고 있습니다. 스마트스토어에 대한 실전적인 방법들을 공유하는 이유는 3년간 시도하고 이룬 성과들을 남들과 공유한다는게 아까운 마음이 드는것도 사실이지만,제가 알려드린 방법들을 통하여 소기의 성과를 거두어 스마트스토어를 통해 매출을 올려 각자의 삶이 더 윤택해 진다면, 그 또한 넓은 의미에서 세상을 위해 제가 뭔가 할 수 있는 이로운것이 아닐까 하는 생각에 강의를 진행하게 되었습니다.경력2014년 7월 작장다니며 부업으로 오픈마켓 판매 시작2014년 8월 매출 500만원 돌파2014년 연매출 1,300만원 돌파여전히 직장다님2014년 - 2015년 넘어가는 시기에 성공적으로 이직2015년 연매출 스토어팜만 7,400만원 돌파2015년 12월 육아를 위해 퇴사 결정2016년 연매출 1억 4천만원 돌파타채널 제외2017년 연매출 1억 4천만원 + 새로운 프로제트 시작2017년 11월 - 2018년 2월 가구 프로젝트 마케팅 세일즈 담당2018년 2월 - 현재 밴드 3곳 운영 6,800명 / 730명 / 120명 2018.10.11기준2018 SBS 희망TV 육아 위해 퇴직한 아빠로 소개됨6분 / 이휘재진행, 알베르토 패널- 23억원 모금 되었다고 했는데, 제가 조금은 일조했..으려나요...ㅋ그 외 상관없지만 자랑하고 싶은 이력.JLPT 1급케이블TV 영상공모전 대상 수상기독교영상공모전 대상 수상",20221130
시니어 패션 모델 워킹 포즈 레슨 걸음걸이 교정,여가활동,클래스,습관만들기,1,297000,3,99000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,모델학과 이전에 이과 기계공학 출신으로 영상촬영기법을 사용하여 과학적으로 워킹분석접근 및 모니터링을 세밀하게 하여 본인의 워킹은 장단점을 파악하여 장점은 살리고 단점을 고쳐나가 군더더기 없는 자연스럽고 자신감있는 워킹을 만들어 드립니다.,20221130
나를 알아보는 '인생 별자리',여가활동,클래스,심리/상담/명상,6,44000,2,22000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,나의 마음을 알고 싶을때-불안감이 높아질때-취업/이직 스트레스가 높을때-내가 왜 이러는지 모를때-무언가 결정을 하지 모를 때-심리상담을 받고 싶지만 두려울 때,20221130
"10월모집중 현직 유튜브 PD와 함께 영상 기획, '프리미어' 편집 및 유튜브 팁",여가활동,클래스,영상 기획/제작,5,132000,4,33000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"추천하는 대상!영상 입문자 ~ 초보자- 영상 편집을 배워보고 싶으신 분- 유튜버가 되고 싶은데 아직 시작 못하신 분- 유튜버로 투잡, 쓰리잡을 원하시는 분- 찍은 영상은 있는데 편집을 몰라 헤매시는 분- 영상 기획부터 촬영/편집하고 싶으신 분원데이클래스는 영상을 처음 시작하시는 분을 위한 수업입니다!비추천- 기본적인 영상 촬영, 편집을 스스로 할 수 있으신 분- 영상 편집프리미어 수업만 원하시는 분",20221130
국대언니의 파워요가 필라테스,여가활동,클래스,요가/필라테스,1,66000,1,66000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"한번사는 인생, 멋진몸 한번 만들어보아요1. 운동에 관심있는 모든 분2. 단기간 다이어트가 필요한 분3. 버켓리스트에 바디프로필 촬영이 있으신분4. 자신감이 부족하신 분5. 운동을 하고있지만 체형의 변화가 없으신 분",20221130
인천/원데이 특별한 날 특별한 분께 드리는 플라워 앙금케이크,여가활동,클래스,요리/베이킹,2,92400,3,30800,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"특히나 이런분께 추천해요 정성이 들어간 핸드메이드 선물 하고 싶은상견례, 명절, 연말연시, 생신 실내/이색 데이트 하고 싶은 분 핸드메이드 취미 갖고 싶은 분 새로운 취미를 찾고 계신 분 창업을 희망하시는 분",20221130
서양화 전공자 파티쉐에게 배우는 '나만의 레터링 케이크 만들기',여가활동,클래스,요리/베이킹,3,99000,3,33000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"""베이킹, 케이크 만들기가 처음이신 분도 쉽게 접근할 수 있습니다.""이런 분들께 추천드려요!- 가족, 친구의 생일에 특별한 케이크를 선물하고싶은 분- 연인과의 기념일에 특별한 선물을 하고싶은 분- 사랑하는 우리 아이의 생일을 더욱 빛나게 해주고싶은 분",20221130
예쁜 레터링케이크 만들어보아요,여가활동,클래스,요리/베이킹,4,60000,2,30000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"특별한 날, 직접 만든 케이크로 기념하고 싶으신 분베이킹에 관심 있으신 분직접 만든 케이크를 선물하고 싶으신 분레터링 케이크에 관심 있으신 분",20221130
인천/원데이 돼지 슈가 쿠키 만들기,여가활동,클래스,요리/베이킹,4,38500,2,19250,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"특히나 이런분께 추천해요 정성이 들어간 핸드메이드 선물 하고 싶은어린이날, 스승의날, 특별한날 실내/이색 데이트 하고 싶은 분 핸드메이드 취미 갖고 싶은 분 새로운 취미를 찾고 계신 분 창업을 희망하시는 분",20221130
인천/원데이 새해 돼지 화과자 선물,여가활동,클래스,요리/베이킹,4,82500,3,27500,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"특히나 이런분께 추천해요 정성이 들어간 핸드메이드 선물 하고 싶은상견례, 명절, 연말연시 실내/이색 데이트 하고 싶은 분 핸드메이드 취미 갖고 싶은 분 새로운 취미를 찾고 계신 분 창업을 희망하시는 분",20221130
겉바속촉 마들렌 만들기,여가활동,클래스,요리/베이킹,8,30000,1,30000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"가족, 친구, 연인과 함께 데이트하기 좋아요클래스로 만든 마들렌을 지인에게 선물하기 좋습니다부담없는 가격으로 취미를 만들 수 있어요",20221130
아낌없이 주는 달지 않고 쫀득한 마카롱 만들기,여가활동,클래스,요리/베이킹,8,35000,2,17500,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"베이킹에 관심 있으신 분마카롱을 좋아하시는 분알록달록 이쁜 디저트를 만들어보고 싶으신 분특별한 날, 직접 만든 마카롱을 선물하고 싶으신 분",20221130
중국어 문법 마스터하기!,여가활동,클래스,중국어,1,70400,2,35200,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"추천 중국에서 학교다니셨던 분?不?楚的?容 한국어로 정리해드립니다 중국어 '회화'를 공부하신 분 HSK 3급또는 그 이상에 도전하시는 분 중국어를 공부하다가 종종 어려움이 있으신 분들께 추천드립니다.예를 들어  (a)把字句 정리가 잘 안되시는 분(b) 拿出?，走不?去 등 단순어휘가 여러개 나올 때 해석이 어려우신 분비추천중국어 왕왕왕 초보 주어, 술어, 목적어 ☜이런 단어들을 처음 보시는분께서는 어려우실 수 있습니다. 하지만 불가능은 없죠 ▲ 수업과 관련하여 망설여지시는 분들께서는 신청 전에 저와 충분히 상담해보시고 결정해주세요!",20221130
악필이여도 괜찮아 붓펜으로 배우는 캘리그라피,여가활동,클래스,캘리그래피,3,160000,8,20000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,안녕하세요저희 또바기 공장에서는불펜으로 하는 캘리그라피 취미반을운영하고 있습니다악필이여도 괜찮냐고 문의 하시는 분들이 많이 계신데요참고로 저도 악필 입니다 그럼 제가 이렇게클레스를 열게 되었습니다저와 천천히 차근차근 하시면 예쁜 글씨체 만드실수 있을거예요~~,20221130
선착순할인국대누나랑 시합준비 할래?,여가활동,클래스,헬스/PT,1,66000,1,66000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,"한번사는 인생, 멋진몸 한번 만들어보아요내 삶에 이벤트는 스스로 만드는 것이라고 생각해요목표를 정하고 그것을 향해 달려가는 일이야 말로 성공확률을 높히는 길입니다1. 피트니스 대회에 출전해보고 싶은 분2. 버킷리스트에 바디프로필 촬영이 있으신분",20221130
구월동 PT /인천 구월동 /주안 PT /구월동 헬스,여가활동,클래스,헬스/PT,3,330000,6,55000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,이런 회원님에게 가장 필요합니다.- 운동을 하실 줄 몰라 망설이시는 회원님- 살면서 한번쯤 바디프로필 촬영 꿈꾸시는 회원님- 체력저하로 건강목적 운동이 꾸준히 필요한 회원님- 건강한 삶을 통해 삶을 개선하고싶은 회원님- 피티 이후에 꾸준히 혼자 운동하고싶은 회원님- 비만에서 탈출하고싶은 다이어트 목적 회원님저의 수업은 한가지 방식을 고집하지 않습니다막연히 시키지는것에 그치지 않습니다회원님들마다 요구하는 수준의 운동이 있고항상 기구머신 운동만이 정답이 아닙니다.누구에게는 쉬운 동작이 굉장히 어렵게 다가올 수 있는 만큼 회원님 목적과 수준에 맞는 커리큘럼과 스스로 운동적으로 자립할 수 있는 유연한 사고의 노하우까지 알려드립니다.코로나로 인해 건강과 운동이 재조명 받고 있는만큼모두가 건강하고 긍정적인 마음을 갖고 즐겁게 운동할 수 있기를 바랍니다 읽어주셔서 감사합니다 !,20221130
오늘도 영어 한걸음말할 수 있는 영어,여가활동,클래스,1:1 영어,1,200000,8,25000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,이거...재밌어 / 재밌겠다 / 재미있을 수도 있어 / 재밌을 거야다 다른 문장이죠?이게 걔가 할 거야.이거 걔가 할 것 같은데?둘은 다른 문장입니다.영어 문제의 정답을 찾을 줄 안다는 것과 영어를 사용하는 건 다르죠정말 활용하고 내 입으로 말할 수 있는 영어!제가 그렇게 만들어 드릴게요,20221130
"구글AI인증강사에게 배우는 AI, 인공지능, 딥러닝입문",여가활동,클래스,ML,6,264000,12,22000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,AI개발을 위한 파이썬 기초 문법머신러닝 / 딥러닝 기초와 실전 데이터 사례를 통한 AI개발 실습(야 너두? 실전데이터셋으로 AI배우자!!)실전 영상데이터셋을 통한 이미지분석 AI개발실전 자연어데이터셋을 통한 자연어분석 AI개발: 실전 쇼핑몰 리뷰데이터 분석실전 시계열데이터셋을 통한 시계열분석 AI개발: 실전 코스피 데이터 분석,20221130
도예인사이드/도자기 원데이 토분클래스,여가활동,클래스,가죽/목공/도예,10,49500,2,24750,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"이런 분들에게 추천합니다. 시중에 판매하는 주황색 토분에 싫증을 느끼신 분② 화분이 아닌 토분이 가진 장점에 대해서 알고 계시는 분③ '도예를 배우고 있다'가 아닌 '도예를 하고 있다'라고 느끼고 싶은 분④ 짧은 시간 동안 퀄리티 높은 도예 작품을 만들고 싶은 분⑤ '공리단길', '공트럴파크' 구경할 겸 도자기도 하고 싶은 분⑥ 본인이 정성스레 만든 작품을 사랑하는 사람에게 선물하실 분⑦ '가위바위보'를 잘 하시는 분 당일 참가 인원이 10명 이상일 경우, 추첨을 통해 1회 무료 수강권을 드려요",20221130
"나무도마 만들기, 나만의 각인까지!",여가활동,클래스,가죽/목공/도예,2,78000,3,26000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"나무 고르기부터 도마 모양 스케치, 자르기 사포질하기 각인하기 오일바르기까지 나무 도마를 만드는 전과정을 체험할 수 있는 수업입니다.",20221130
목공/원데이특수 목재를 이용한 원목도마 만들기,여가활동,클래스,가죽/목공/도예,4,75900,3,25300,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"원목도마를 제작하며, 기초적인 목공기술을 습득하고 나만의 개성 있는 도마를 제작할 수 있습니다",20221130
도자기에 풍경화 페인팅 클래스,여가활동,클래스,가죽/목공/도예,6,55000,2,27500,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,1.새로운 경험으로 힐링이 필요하신 분2.꾸준히 여유있게 즐거운 취미생활을 원하시는 분3.도자기에 나만의 개성을 담고 싶으신 분4.정규클래스로 페인팅을 깊이있게 배우고자 하시는 분,20221130
"형태 크기 개수 제한 없는 도자기,도예 원데이수업",여가활동,클래스,가죽/목공/도예,8,55000,2,27500,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,1. 형태 크기 개수 제한 없는 만들고 싶은 거 만드는 수업2. 흙으로 만들기에 특화된 수업3. 깔끔하고 넓은 공간에서 진행되는 수업,20221130
축구행정 및 영어 회화,여가활동,클래스,그룹 영어,4,13200,1,13200,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,대화위주 수업이기 때문에 20세~35세 학생들만 모집하는점 양해부탁드립니다! 이런 분들에게는 비추천합니다. 문법과 독해를 잘해야 영어를 잘하지 라고 생각하시는 분들!. 단기간에 영어시험 혹은 영어면접의 합격을 원하시는 분들! 이런 분들에게 추천합니다. 영어로 대화를 자연스럽게 이어나가고 싶으신 분들!. 내가 하고싶은 말 정도는 하고싶다 하시는 분들!. 외국인과 대화하고 싶은데 울렁증때문에 못하시는 분들!. 영어도 배우고 다양한 사람들을 만나서 같이 공부하고 싶으신 분들!. 축구산업에 관심이 많은데 영어가 걱정이신 분들,20221130
4주동안 안무를 배우고 영상으로도 그 추억을 남겨보아요!,여가활동,클래스,댄스,10,220000,10,22000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"춤에 관심이 있지만 시작할 엄두가 나지않아 고민하셨던 분들이나 즐거운 취미생활을 하면서 많은것을 얻어가고 싶으신분들, 새로운 인연을 만나 추억을 남기고 싶으신분들, 춤을 잘 추고 싶으신분들은 누구나 신청가능하십니다! 다만 저희 수업이 영상촬영을 목표로 하고 있는 반이라 영상촬영에 동의 하신분들만 신청가능하십니다!방송댄스 원데이는 촬영을 하지않으니 걱정마시고 연락주세요~",20221130
ANTIFRAGILE/ 부담 없이 즐기는 댄스 레슨!,여가활동,클래스,댄스,6,30000,2,15000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"전 여러분이 마음 편하게 춤출 수 있는 시간과 공간을 마련하는 걸 1순위로 둡니다. 편해야 나의 것이 나오고, 모든 건 내 것으로부터 출발하니까요클래스 1 원데이 클래스그룹- 곡의 후렴파트/1절파트 안무를 배우게 됩니다.클래스 2 1:1 개인 레슨- 주 1-2회 정도 집중적으로, 주기적으로 춤을 추고 싶은 분을 위한 클래스입니다.",20221130
사회과학 응급 통계 분석/연구설계 코칭 LIVE,여가활동,클래스,데이터 일반,1,440000,20,22000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"학위 논문을 써야 하는데 급하게 연구설계를 하거나 데이터 분석을 해야 할 때, 그런데 무슨 분석을 해야할지 개념조차 없을 때 수강하는 코칭 수업입니다. 이런 분께 좋아요- 양적 방법론을 이용한 학위 논문 쓰다가 턱 막혔는데 도움을 받을 길이 없는 경우- 내가 하고 있는 분석이 맞긴 한건지 답답해 미치겠는 경우- 남에게 분석을 전적으로 맡기는 건 불안한 경우단, 시간 여유가 있고 직접 R을 배워 하고 싶은 경우는이 수업을 수강하세요",20221130
기초부터 쉽게 배우는  포토샵  일러스트,여가활동,클래스,디자인 툴,1,160000,8,20000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,디자인을 배우고 싶지만 배울 기회가 부족했던 분들을 위해 단 한달만에 간단하게 포토샵과 일러스트 툴을 사용할 수 있도록 만들어 드립니다!,20221130
"단, 4번으로 포토샵일러스트 마스터하기",여가활동,클래스,디자인 툴,1,330000,12,27500,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"포토샵이랑 일러스트를 아예 잘 모르시는 초보자분들!디자인 전공이지만 포토샵, 일러스트가 서투신분들!감각적인 포스터를 만들고 싶은분들!펜툴로 직접 로고제작이나 기타 픽토그램들 그리는 밥법이 궁금하신분들!이미지를 자유자재로 다루시고 싶으신분들!친구들에게 포토샵, 일러스트 모두 다 잘할수있다고 자랑하고싶으신분들!모두모두 수업이 끝난 후에는 포토샵+일러스트 신이 되어있을거예요!!",20221130
사진/포토샵 디자인 핵심은 3회면 충분하다.,여가활동,클래스,디자인 툴,5,198000,9,22000,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,"이런 분께 추천 드립니다! 포토샵을 처음 도전하시는 분들 디자인학과에 신입생 여러분 혹은 다 잊어버린 복학생! 간단한 디자인을 해야 하는 마케터, 기획자, MD분들 동아리 홍보 포스터를 만들어야 하는 학생회장분들 공모전이나 대외활동을 기획하고 계신 분들 창업, 혹은 쇼핑몰을 준비하시는 분들 이미지 보정, 배너 제작",20221130
원데이 뽀글뽀글 감성 프랑스자수 소품 만들기~,여가활동,클래스,뜨개/자수,4,49500,3,16500,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,추천대상- 프랑스 자수에 관심있으신 분- 나만의 애착 소품을 꾸미고 싶으신 분- 하나밖에 없는 선물을 하고 싶으신 분- 평소에 들고다니던 에코백이 허전하게 느껴지시는 분,20221130
원데이 크리스마스 알록달록 예쁜 털실로 위빙트리 만들어요~!,여가활동,클래스,뜨개/자수,6,55000,2,27500,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계6.7동,＃이런 분께 특히 추천해요 초심자 완전 환영- 나무로 만든 트리가 지겹지만! 크리스마스 분위기 내고싶은 분- 나에게 온전히 집중해 작품을 완성하고 싶은 분- 손으로 무언가 만드는 걸 좋아하는 분- 포근하고 알록달록한 털실을 만지며 힐링 하고 싶은 분- 평소 위빙에 대해 궁금하셨던 분- 나만의 타피스트리 작품을 소장하고싶은 분- 의미있는 핸드메이드 선물하고 싶은 분- 한 해 동안 수고한 나를 위해 선물하고 싶은 분,20221130
