COURSE_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,NMPR_CO,EDC_CT,BASE_TIME,TIME_PER_CT,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADDR,COURSE_EDC_CRSE_CN,LAST_UPDT_DE
스마트폰 영상편집 튜터와 함께하는 40대 이상 맞춤클래스,여가활동,클래스,영상 편집/색보정,6,45000,3,15000,서울특별시,강서구,마곡동,서울특별시 강서구 마곡동,"원데이 클래스를 통해영상 편집,제작 원리에 대해 이해하고기획, 촬영, 편집, 노출관리 등 유튜브채널 운영을 위한 다양한 팁들을 얻어 가실 수 있어요!스마트폰 하나로 쉽게 영상을 만들고 올릴 수 있게 되실거에요!",20221130
"초보자도 PPT의 원리로 카드뉴스, SNS, 마케팅, 제안서를 만들 수 있다실무해부",여가활동,클래스,PPT,1,60000,2,30000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"""수업 목표Key lessons 결과물 중심 1~3가지 - 최대 3줄 무엇을 배울 수 있나요, 무엇을 얻을 수 있나요-PPT의 전반적인 기능과 레이아웃 잡는 법을 습득하게 됩니다.해당 클래스의 차별점1~3가지 - 최대 3줄: 해당 카테고리의 다른 클래스들과 어떻게 다른가요-실무 예제실습의 비중이 높습니다. 실무활용에 차별화를 두었습니다.",20221130
1단계 HTML5/CSS3 - 1:1수업으로 탄탄하게!!,여가활동,클래스,UX/UI,1,330000,12,27500,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,이런분들에게 추천합니다!!-----------------------------------------------------------------------1. 감성적이고 트렌디한 웹디자인/웹퍼블리셔를 배우고 싶으신 분들2. 포트폴리오가 필요하신 분3. 퍼블리싱에 관심있는 디자이너4. UI/UX디자인에 관심있으신 분5. 일대일 개인과외를 원하신 분,20221130
웹퍼블리셔나만의 웹사이트 제작-실무의꿀팁까지!!HTML5/CSS3/Jquery,여가활동,클래스,UX/UI,4,330000,15,22000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,이런분들에게 추천합니다!!---------------------------------------------------1. 감성적이고 트렌디한 웹디자인/웹퍼블리셔을 배우고 싶으신 분들.2. 포토폴리오가 필요하신 분3. 퍼블리싱에 관심있는 디자이너4. UI/UX디자인에 관심 있으신 분들5. 소규모 그룹강의를 원하셨던 분들---------------------------------------------------,20221130
창의력수업 -UI/UX 나만의 생각을 온전히 내 것으로 만들기,여가활동,클래스,UX/UI,4,112200,3,37400,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,나만의 성격이 있는 작품을 원하시는 분 / 남들과 다르게 눈에 띄고 싶으신분 / 늘 생각은 했지만 그 다음에 어떻게 정리해야할지 모르시겠는 분,20221130
목공클래스  나만의 가구를 디자인부터 완성까지,여가활동,클래스,가죽/목공/도예,1,360000,12,30000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"수업목표- 다양한 기계와 공구들을 직접 다뤄보며 부담 없이 취미를 만들 수 있어요.- 나무 종류별 특징, 유의점, 등 전반적인 나무에 대한 지식을 쌓을 수 있어요.- 합판가구를 디자인부터 제작까지 직접 할 수 있어요.",20221130
캐드 초보자도 쉽고 간단하게 배워보자!,여가활동,클래스,건축 디자인,1,264000,12,22000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,-캐드 기초부터 배워야 하시는분-캐드를 간단하게만 배우실 분맞춤형 전투캐드-2d설계는 가능하나 3d모델링을 배워야 하시는 분-2d설계부터 3D모델링까지 모두 배워야 하시는 분,20221130
"비전공자도 쉽게 배우는 포토샵, 일러, 인디자인 클래스",여가활동,클래스,그래픽 디자인,1,132000,2,66000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"20년이상의 경력을 가진 현업 시각디자이너, 그래픽디자인 학원 경험, 다양한 공모전 수상실적, 지식in 시각디자인 1위, 크몽 프라임 강의 운영 등다양한 경험을 통해 막연하게 툴을 배우는 것이 아니라광고포스터, 브랜드, 패키지 등만들고자 하는 시각디자인 제작물을 하나 하나 짚어나가면서 비전공자도 쉽게 배울수 있도록코칭해드립니다.",20221130
"독립 재무설계사에게 배우는 眞재무설계. 그만 속고, 그만 의심하고 지금 확인하세요.",여가활동,클래스,금융지식,1,55000,2,27500,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"이 수업이 필요한 대상은 ‘재무설계가 필요한 대상’과 같습니다. 모두 아셔야하는 내용이기 때문입니다. 그리고 재무설계가 필요한 대상은 ‘경제생활을 하고있는 성인’이라고 정리됩니다.1. 월 100만원 아르바이트생부터 사회초년생2. 월 수백 이상의 직장인3. 사업가4. 1인가구 및 신혼부부5. 자녀가 있는 가구6. 재무설계라고 하면 보험가입, 펀드가입 등이 먼저 떠오르시나요?7. 재무설계를 왜 돈내고 해야하는지 모르시겠나요?8. 재무설계사에 대해서 궁금한게 있으신가요?9. 무료재무설계를 수 차례 받아봤지만, 실망하셨나요?지금 바로 연락주세요.솔직, 담백하게 보답하겠습니다.",20221130
NCAA미국대학농구Brigham Young University 선수 출신 이주한 코치 농구 레슨,여가활동,클래스,농구/축구/야구,1,82500,1,82500,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,주한코치의 트레이닝 대상1. 농구 입문자2. 중하 레벨3. 중상 레벨제 트레이닝은 모든 레벨의 수강생이 수강가능합니다. 수업 내에서 각기 다른 난이도의 트레이닝 진행.,20221130
마감임박 나도 커피 알바를 하고싶다! 실전 카페근무의 모든과정,여가활동,클래스,다양한 투잡,4,41800,2,20900,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,일 잘한다는 말 듣고 싶은 분- 카페 아르바이트 지원 합격 후 떳떳하게 근무하고 싶은 분- 카페 경험이 있다고 당당하게 말하고 싶은 분- 단골 카페를 선정함에 있어서 자신만의 기준을 가지고 싶은 분- 커피 수업과 동시에 카페에 관한 모든 궁금증 해결하고 싶은 분- 내가 사먹는 커피가 어떻게 만들어지는지 알고 싶은 분,20221130
정규레슨/방송댄스 원데이 말고 한달 레슨으로 모든 최신곡 현방송댄스 학원 강사에게 제대로 배워보자 ????? ?? 어디서나 춤신춤왕 덤으로 다이어트까지,여가활동,클래스,댄스,8,132000,8,16500,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"저는 모든분들을 환영합니다 !!!-춤을 추고 싶은데 비용걱정, 시간걱정 때문에 문제이신분 !!-나는 남들과 다르게 너무 몸치이신분 !!!-내성적이어서 배우고는 싶은데 부끄럽다 !!!-기본기부터 제대로 배우고싶다 !!!!-말귀가 어두워 유치원 수준으로 쉽게 재밌게 배우고싶다!!!다 저랑 함께해요 저도 이런 고민들을 했었고 모든고민은 해결이 가능하다는걸 알려드리겠습니다 !!!! 일단 오세요 저랑 함께 고민해요 ㅋㅋㅋ ㅠㅠ 저도 정말 세상 제일가는 몸치였고ㅎㅎㅎㅎㅎ 재밌게도 추고싶고 제대로도 추고싶고 이런게 정말 고민이 많았어요.. ㅠ 현재 몸치여서 감사한 점은 레슨하면서 수강생이 뭔가 요상하다 하면 왜 그런지 알게되어 고칠 수 있게 만들어주는 장점이 생겨버렸어요 ㅋㅋㅋㅋ 세상에 몸치는 없어요 다 방법을 모를뿐 !!!!제 커리큘럼에는 기본기부터 안무배우기 습득시간, 쉬는시간에 개인질문 등이 들어가있어요 ! 따로 원하시는게 있으면 언제든지 맞춰드리니 부끄러마시고 문의주세요 ㅎㅎ",20221130
20년차 디자이너와 인디자인 카탈로그 만들기. 실무완성,여가활동,클래스,디자인 툴,8,348000,12,29000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"내가 만드는 프로모션 브로셔,인디자인 고급스런 브로셔 만들고 싶으세요?내가만들면 왜그리 어렵고 실수 투성일까요?작업시 오류를 해결할 수 없으세요?책을봐도 해결할수 없으시다고요?인디자인 어렵게 생각하지 마세요.실무경력을 가지고 있는 20년차 현직 디자이너가기본부터 실무까지 알려드릴게요.",20221130
포토샵으로 만나는 나만의 사진!!,여가활동,클래스,디자인 툴,8,87120,8,10890,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"쇼핑몰을 하고 싶은데 어떻게 해야 하는지 모르겠는 분들을 위한인물사진을 찍고 있는데, 보정을 해보고 싶은 분들을 위한풍경사진은 찍고 있는데, 남들과 다른 색감과 구도가 안나오는분들을 위한",20221130
"독특한 서양매듭공예, 마크라메 취미반 수강생 모집",여가활동,클래스,뜨개/자수,1,264000,12,22000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"소확행을 즐기시고 싶으신 분 , 취미생활을 가지고 싶으신 분,집 분위기를 바꾸고 싶으신분, 인테리어에 관심 있으신분,태교를 원하시는 예비 어머님들, 또는 휴식이 필요한 직장인 분들모두가 즐길 실 수 있는 공예입니다또한나에게 마크라메란 공예가 잘 맞는지 확인하고 싶으신분들독학을 통했지만 제대로 하는게 맞는지, 독학에서 배울 수 없는노하우등을 얻어가고 싶으신 분들편하게 예약후 방문해주세요재미있고 꼼꼼하게 알려드립니다!",20221130
일산/파주 2시간만에 만드는 마크라메 러블리 월행잉 원데이 클래스!!,여가활동,클래스,뜨개/자수,1,40000,2,20000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,마크라메란 서양매듭으로써 실을 손으로 엮어서 만드는 공예품으로벽에 걸어 감상 할 수 있는 작품월행잉을 만드는 수업입니다기존의 월행잉과 다른 러블리한 느낌의 마크라메 월행잉입니다기본 매듭을 충분히 가르쳐 드린후 수업을 진행하기 때문에 처음 하시는 분들도 충분히 만들 수 있게 도와 드립니다,20221130
일산/파주 2시간에 만드는 나만의 마크라메 챠임벨도어벨,여가활동,클래스,뜨개/자수,1,40000,2,20000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,서양 매듭인 마트라메를 이용하여 도어벨을 만드는 수업입니다문에 종을 매달면 행운이 온다는 말이 사실인지는 몰라도문을 여닫을 때마다 종소리가 울린다면 듣는것만으로도 복이 올것 같지 않나요?꽃모양 무늬를 이어서 만드는 도어벨로 기존의 도어벨과는 차별화된 선물로 많이 찾으시는 작품입니다,20221130
최신식 스타트대 사용하는 다이브 강훈련,여가활동,클래스,레저/액티비티,6,22000,2,11000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,최신식 스타트대를 사용하여 다이브 강훈련을 실시하여 수영대회 입상을 준비한다.,20221130
1대1 초밀착 맞춤 블로그 과외받자 브랜딩까지 가능!,여가활동,클래스,마케팅,1,760000,4,190000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"수업 목표: 네이버의 로직과 블로그 마스터하기 무엇을 배울 수 있나요, 무엇을 얻을 수 있나요?블로그 기초 지식부터 비법까지 해당 클래스의 차별점- 1대1 맞춤으로 진행되기 때문에 블로그 강의 외 마케팅 팁 전수- 강사 및 수강생들과의 다이렉트 소통 및 협업이 가능",20221130
원데이바비브라운 수석 아티스트와 함께 시그니처 '9-step 메이크업 '클래스,여가활동,클래스,메이크업,2,99000,2,49500,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"이런 분들께 완전 추천 드려요!/ 웜톤 / 쿨톤의 굴레에서 벗어나고자 하는 분!/ 내 얼굴에 어울리는 메이크업이 무엇인지감이 잘 안 잡히는 분!/ 이제 막 메이크업을 시작하는 왕초보인 분!/ 이미지를 더욱 고급스럽고 깔끔하게 바꾸고 싶은 분!/ 유튜브로 메이크업을 배웠지만 실제 적용이 잘 안되는 분!/ 면접 또는 소개팅 등 중요한 일을 앞둔 분!이런 분들도 듣기 좋아요!/ 자신을 사랑하며 자신만의 메이크업을 하고 싶은 분!/ 메이크업을 통해 자존감을 높이고 싶은 분!/ 나만을 위한 시간, 나를 위한 선물이 필요한 분!/ 색다른 체험, 데이트를 원하는 분! 남성 분들도 얼마든지 수업 가능합니다!맨즈그루밍 트렌드에 맞게남성 분들을 위한 맞춤 메이크업도 알려드려요!이런 분들은 다른 수업을 들어주세요!/ 어느 정도 본인에게 어울리는 메이크업을 할 줄 아는 분/ 기본적인 메이크업 방법을 배워서 알고 있는 분/ 특정인 커버 메이크업을 원하는 분/ 자기주장이 강해 다양한 조언을 받아들이기 어려운 분/ 수업과 동시에 샵에서의 전문 메이크업을 받길 원하는 분",20221130
두뇌자극 취미! 바둑배우기입문자 과정~중고급과정,여가활동,클래스,모임/노하우/체험,1,237600,12,19800,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,바둑수업 쉽게 이해하고 재미에 빠질수있게 도와드리고있습니다,20221130
일산 원데이 입술이 촉촉 천연 립밤 만들기 클래스,여가활동,클래스,모임/노하우/체험,3,21780,2,10890,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,내손으로 직접 만드는 천연 립밤 클래스입니다.식물성오일과 비즈왁스를 이용해 만들어요,20221130
"10월 할인! 지친 당신을 위로하는 작은 여유, 한지공예 클라스.",여가활동,클래스,모임/노하우/체험,6,27500,2,13750,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,- 한지공예에 관심이 있으신데 배울장소와 방법을 모르시는분 강력추천!- 정말 제대로 된 한지공예를 시작하고 싶으신분- 연인/친구/가족과 색다른 데이트가 필요하신분- 소중한 사람에게 특별한 선물 정말 강추입니다! 선물로 실패한적이 없어요!- 여유롭게 보낼 힐링의 시간이 필요하신 분- 새로운 취미활동이 필요하신분- 학생들 동아리 등,20221130
"8년 경력 프로 보컬트레이너 프로듀서노래, 발성, 레코딩",여가활동,클래스,보컬,1,176000,4,44000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,1. 내가 원하는 소리를 내고 싶은 분2. 내가 원하는 테크닉으로 노래를 부르고 싶으신분3. 좋아하는 노래가 내 생각대로 되지 않는 분4. 무대에 서서 자신감있게 노래 부르고 싶으신 분5. 높은 고음을 지속적으로 내서 목이 아프신 분6. 내 마음대로 고음이 올라가지 않는 분,20221130
"The Artist Community - Lable ""Resonance"" 의 Head Instructor. Minggrant쌤 의 보컬레슨 !",여가활동,클래스,보컬,1,220000,4,55000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"나는 노래를 정말 못하는데, 회식자리에서 부를 한 곡이 필요해 !내 아름다운 신부를 위해서, 또 신랑을 위해서 내가 노래를 선물하고 싶어 !답답한 일상 속에서 탈출구가 필요해 !한번쯤은 이런 생각들을 해 보셨을거에요.또는 실용음악과 입시를 준비하는 입시생 친구들,또 오디션을 준비하며 꿈을꾸는 소년 소녀들,그토록 염원하던 실용음악과를 진학했지만 내가 어떻게 평생음악을 할지 고민이되는 모든분들.어떤 마음으로 어떤 생각으로 오셔도 좋습니다.함께하는 모든 분들에게 행복한 시간을 약속드리겠습니다.1. Basic - 1:1, Group- 노래를하기 위한 아주 기초적인 단계에서 부터 접근하는 클래스 입니다.기초적인 호흡과 발성, 곡의 이해를 가지고, 단순한 취미보다 조금 더 전문성을 가질 수 있도록 도와 드립니다.2. Audition - 1:1- 기획사 오디션을 준비하는 분들을 위한 레슨입니다 / Image Making, Concept, Camera Testing / 다양한 접근 방법을 통해 오디션을 위한 가이드를 제시합니다.3. Professional 1:1- SLS, Speech Level Singing을 통한 Mixed Voice, Chest, Head, 각 발성의 이해와 적용, 화성을 통한 Vocal Ensemble, 대형 공연장에서의 공연을 통하여 프로 연주자로서의 역량을 개발하는 클래스 입니다.4. 입시반 1:1- Vocal Class, 또 원하는 학교의 음악적 성향을 고려하여 최적의 입시결과를 공략합니다.5. Sing a Song Writer Class- Vocal / Midi / Song Writing / Piano Class 를 함께 수강하여 연주자, 작곡가로서의 역량을 개발하는 클래스 입니다.수업료는 Basic 반 1:1 의 경우를 기준으로 안내드리며, 반드시 먼저 실시간 톡으로 문의를 부탁드립니다. 행여 발생할 수 있는 오해를 줄이기 위해 신청하는 유형을 말씀해 주시면, 따로 맞춤결제를 보내드립니다.",20221130
기초부터 표현까지! 단기부터 중장기 맞춤레슨,여가활동,클래스,보컬,1,132000,4,33000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"원데이레슨 : 축가, 공연, 학예회, 오디션 준비 등- 단기레슨3개월이내 : 기본 발성 및 포인트레슨곡 카피, 발성적용 등- 중장기레슨6개월 이상 : 발성 고급흉성, 두성 믹스보이스, 피치브레이크제거, 성대 및 호흡컨트롤 등, 음악 분석 및 디테일 심화, 녹음 및 믹싱, 영상촬영 등",20221130
"누구나 가지고 있는 예쁜 목소리 찾기 ! 취미,원데이, 오디션, 축가 1:1 보컬레슨 정발산역 도보 5분",여가활동,클래스,보컬,1,165000,4,41250,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"노래 한곡 완곡하기가 힘드신 분- 축가를 앞두고 계신 분- 오디션을 앞두고 계신 분- 어디서든 노래 한곡은 자신있게 부르고 싶으신 분- 일상의 탈출구, 취미로 노래를 시작하고 싶으신 분- 말할때와, 노래 할때의 목소리가 달라지시는 분",20221130
레슨 15년차 밴드 부활 보컬 정단과 함께하는 보컬 트레이닝,여가활동,클래스,보컬,1,308000,4,77000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"노래를 배우고 싶으신 누구나 가능합니다.노래를 배워본 적 없거나, 음치, 박치 등 어떤 수준이든 좋습니다.1. 취미로 노래 실력을 좀 더 늘려보고 싶으신 분들2. 실용음악과를 졸업했지만 실전 경험, 디테일등이 부족하다고 느끼는 사람들.3. 타고난 저음이라서 고음을 내고 싶어서 레슨을 여기저기 받아 봤지만 효과가 없던 사람들4. 노래는 좀 하는데 창의력이 떨어져서 남의 노래만 하고 자기 음악을 세상에 발표해 본 적이 없는 사람들작곡, 작사를 가능하게 해서 자기가 만든 음악으로 디지털 싱글을 발표할 수 있게 해 줍니다. 5. 자기 노래가 무엇이 문제인지 더 정확히 알고 이를 개선하고 싶은 사람들6. 어쿠스틱 기타를 좀 치는데 작곡에 전혀 응용이 안되는 사람들 작곡을 가능하게 만들어 줍니다.",20221130
보컬 레슨 - 버클리 음대 장학생 출신 싱어송라이터,여가활동,클래스,보컬,1,140000,4,35000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"간단한 상담 겸 1회 무료 레슨으로 학생 분의 목적과 현재 레벨을 파악한 후, 필요한 부분부터 차근차근 가르쳐드립니다. 제가 가지고 있는 모든 노하우들과 테크닉을 자세히 알려드리겠습니다!작곡/작사 레슨도 진행하고 있으니, 프로필 참조!!! 결제 전에도 문의가 가능하니, 편하게 연락 주세요 !!!",20221130
슈퍼스타 K TOP8!! 대세는 어쿠스틱! 노래하면서 기타까지?,여가활동,클래스,보컬,1,264000,8,33000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,추천하는 분들 기본기만 배우는 수업은 제발 그만..!②기타랑 노래를 한번에 배우고 싶어요③ 축가를 앞두고있어요 !④ 기타에 먼지만 쌓여간댜...⑤ 나는 기타치는 남신/여신을 해보고싶다! 비추천하는 분들 나는 발성과 호흡만 배우고 싶다② 기타는 재미없다!③ 연습없이 실력만 늘고싶다!,20221130
원데이/녹음촬영 고퀄리티 커버영상 도전하기! 녹음영상촬영 모두 하루만에!,여가활동,클래스,보컬,1,99000,2,49500,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"""수업 목표Key lessons 결과물 중심 1~3가지 - 최대 3줄 무엇을 배울 수 있나요, 무엇을 얻을 수 있나요해당 클래스의 차별점1~3가지 - 최대 3줄: 해당 카테고리의 다른 클래스들과 어떻게 다른가요",20221130
"정발산역 도보 3분! 찬양인도자/싱어송라이터의 보컬 레슨CCM, 인디 보컬",여가활동,클래스,보컬,1,176000,4,44000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"음정을 맞추는 것에 대한 어려움이 있는 분들저 역시 노래를 처음 시작했을 때, 올바른 음정으로 노래 부르는게 너무 힘들었습니다. 여러분들의 입장을 겪어보았고 여러 방면으로 노력해서 극복했기 때문에 저의 경험을 바탕으로 효율적인 방안을 제시해드릴 수 있습니다. 기타를 치면서 노래하고 싶으신 분들저는 기타를 치며 노래하고 곡을 쓰는 싱어송라이터입니다. 기타 반주와 함께 노래하고 싶은 분들에게 실전 연주팁과 보컬 스킬을 함께 알려드릴 수 있습니다. 인디 음악을 좋아하시는 분들저는 현재 활동 중인 인디 뮤지션입니다. 기존에 발라드를 기반으로 하는 보컬 수업이 아닌 인디 음악을 좋아하는 레슨생 분들에게 여러분들이 좋아하는 음악을 바탕으로 더욱 재미있게 수업을 진행해 드릴 수 있습니다. 찬양에 대한 갈망이 있으신 분들하나님 앞에 더욱 준비된 모습으로 나아가고자 하는 분들, 더 편한 목소리로 찬양하고 싶으신 분들, 신앙적인 대화를 통해 함께 성장하고 싶은 분들!!여러분들의 음악적 멘토가 되어 드리겠습니다. 함께 더욱 기쁨으로 찬양하는 귀한 시간이 되기를 소망합니다.",20221130
"한 시간의 기적, 보컬 레슨 취미, 오디션",여가활동,클래스,보컬,1,165000,4,41250,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"ε- 추계예대 실용음악과 보컬 전공ε- 일산 멜로디노트 실용음악학원 보컬 실장ε- 중학교 보컬트레이닝 강사안녕하세요! 보컬트레이너 윤수 입니다 ?▽?내 뜻대로 불러지지 않던 노래가 이젠 내 뜻대로 불러진다?말도 안되는 이야기가 아닙니다!??저 역시 슬럼프에 빠져있을 때 노래가 목구멍에서 안나오던 적이 있었습니다. 낮은 음인데도 불구하고 계속 되는 음이탈, 저절로 힘이 들어가는 목.이렇게 자신의 성대를 컨트롤 할 수 없는 초보자 분들을 위해 안성 맞춤인 레슨을 준비했습니다! 제가 스스로 터득했던 팁들, 레슨을 하며 학생들이 가장 효과를 봤던 연습 방법 등 아낌 없이 나눠 드리겠습니다!",20221130
"YG디렉터대학교수/해외보컬튜터 두 튜터가 함께하는 ""스튜디오녹음앨범""체험 With보컬세미나",여가활동,클래스,보컬,5,132000,4,33000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"보컬튜터 프로필 활동경력＊이효리 with '백혈병 환자 돕기' 캠페인 송 참여＊김태우, K. will, 노라조 등 가이드 참여＊크리스마스 프로젝트 앨범 ‘꿈꾸는 크리스마스’ 녹음＊만화 (뽕짝스타)st 녹음 동방예의지국 -‘언제부터 그렇게 예뻤나’＊KBS 2TV 주최 공익광고 음악 로고송 참여＊MBC, SBS 드라마 특별기획st 가이드 녹음＊디지털싱글 'Winter Song' 참여＊디지털싱글 ‘다시 둘이 된 이야기’ 참여 기타 함춘호, 코러스 김현아＊뮤지컬 '위대한 캣츠비' U-Go-MusicalStar 위대한하운두 캣츠비役 메인 공연＊일본 新宿Shinjuku 일본 Rock밴드 협동 게릴라 K-Pop 공연＊미국 L.A Christian Assembly Worship Leader Tommy Walker Band 내한공연 보컬 참여 ‘내이름아시죠’, ‘나의슬픔을’, ‘나는주만높이리’ 작곡가＊제 4회 서울 청소년 뮤직 페스티벌 대상 수상＊제 5회 한마음 가요제 대상 수상＊제 13회 추풍령 가요제 금상 수상＊서울 밀리오레 가요제 상반기 총 결선 1위＊Jazz Band 'E. Quartet' Jazz Vocal 활동＊펑키밴드 ‘상수동 고양이’ Main Vocal 활동＊강남 웨딩홀 축가가수 웨딩싱어 활동＊갤러리아 3주년 기념행사 초청공연＊서울랜드 외 다수 행사 야외무대 초청 Guest 공연＊서울 대학로 마로니에 문화축제 길거리 공연＊본 교회 및 각종 찬양집회 보컬 세션 다수 강의경력해외＊Vi?t Nam베트남 UnderGround Music Academy 해외 출강 보컬＊???태국배우 ???? 보컬트레이닝＊臺灣대만배우 李畇熹 보컬트레이닝＊미국, 일본, 싱가포르 등 다국적 다수의 외국인 k-pop 보컬트레이닝 강의경력국내＊배우 김민석 보컬트레이닝＊가수 파르페파오Parfait Pao 보컬트레이닝＊가수 채하얀 보컬트레이닝＊보컬디렉터 일러시브 보컬트레이닝＊前, K 엔터테인먼트 소속 신인가수 전임 보컬트레이너 역임＊前, 주니퍼 실용음악학원 출강＊前, 에녹 실용음악학원 출강＊前, 이일래 실용음악학원 출강＊前, 셀라 실용음악학원 출강＊前, R-Tree 실용음악 아카데미 출강＊前, 안산 소풍 실용음악 아카데미 출강＊前, YBS 보컬 아카데미 출강＊前, S 실용음악학원 출강＊前, Han's 상계 실용음악학원 출강＊前, 엠트리 실용음악학원 출강＊前, 나인 어플라이드뮤직 출강 입시외래＊現, Jun's쭌 실용음악학원 출강 중＊現, DJM 실용음악학원 출강 중 합격사항- 대학교동덕여대, 동아방송예술대, 백석예대, 백제예대, 명지전문대, 숭실대, 수원여대- 고등학교리라아트고, 아현정보고, 한국예고, 동산정보고전체수석 등 합격생 배출. 작곡튜터 프로필-명지대학교 문화예술대학원 실용음악 석사- 서울호서예술전문학교 외래교수- 한국음악저작권협회 회원- 한국음악실연자협회 회원- 싱어송라이터 ""일러시브Elusive"" 활동- YG Director Project 작곡팀 전담 강사- MBC 드라마 ""다시 시작해""ST Part.14""정슬기 - 시간지나 한번쯤은"" 작사/작곡/편곡- KBS 드라마 ""무궁화 꽃이 피었습니다""STPart.14 ""한경일 - 수백번 수천번 수만번""작사/작곡/편곡- 서울특별시 성북구 북서울꿈의숲 로고송 제작작사/작곡/편곡/보컬 - 박원순 서울 시장 표창- YTN 전진영의 News  Music 로고송 제작 참여 및 녹음- 경인방송 채제민의 도깨비라디오 로고송 제작 참여 및 녹음- 농림축산식품부 주관 캠페인송""부활 - 막걸리 드림"" 채보/사보- 펀뮤직 아카데미 실용음악학원 출강- 리우 실용음악학원 출강- 마이뮤직 아카데미 실용음악학원 출강- 엠트리 실용음악학원 출강- 쭌선생 실용음악학원 출강- 신하 음악 전문학원 출강- 아티스트 ""Indigo J"" 디지털 싱글앨범""너의 이별 이야기"" 편곡/총괄 제작 프로듀서- 디지털 싱글앨범 ""골목대장"" 발매작사/작곡/보컬- 디지털 싱글앨범 ""하고싶은 말"" 발매작사/작곡/편곡/보컬- 디지털 싱글앨범 ""어린 별"" 발매작사/작곡/편곡/보컬- 디지털 싱글앨범 ""그날 그리고 우리"" 발매작사/작곡/편곡/보컬- 디지털 싱글앨범 ""빙카 /어린 별Full Session"" 발매 작사/작곡/편곡/보컬- 디지털 싱글앨범 ""어디에 있나요"" 발매작사/작곡/편곡/보컬- 디지털 싱글앨범 ""너는 아니"" 발매작사/작곡/편곡/보컬- 디지털 싱글앨범 ""이제서야"" 발매작사/작곡/편곡/보컬",20221130
브랜드 아이덴티티 감성 브랜딩  그래픽 실무,여가활동,클래스,브랜드 디자인,5,564000,12,47000,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"브랜드를 구성하는 요소 중 가장 중요한 타이포그래피에 대한 미적 감각과 더불어 가독성을 중심으로 한 디자인의 기능적인 부분도 함께 이론과 실습을 통해 제공하고 있습니다.- 수강생님의 개인차에 맞게, 기본부터 실무활용까지 1:1 개인수업으로 진행됩니다.- 수업은 수강생님과 상의하여 위치와 시간을 정한 후에 카페 혹은 작업실에서 진행됩니다.",20221130
1:1/원데이 스피치! 하루만에 달라져볼까요? 당신만을 위한 맞춤 레슨!,여가활동,클래스,스피치,1,121000,2,60500,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡6동,"발음이 좋지 않아서 고민하시는 분-조금만 말해도 목소리가 쉬고 떨리시는 분-머리속에서 말이 꼬이고 제대로 정리가 안되시는 분-본인의 좋은 소리를 찾지 못하시는 분-이야기만 하면 사람들이 재미없어 하시는 분-발표만 하면 너무 떨려 도망가고 싶으신 분-면접에서 좋은 이미지를 만들고 싶은 분-대화중에 듣는사람이 자꾸 되물어보는 분-유튜버, 혹은 방송을 준비하고 계신 분-타 수업을 듣고도 문제가 잘 해결이 안되신 분",20221130
